inputs,summaries
"If I have to boot my laptop up one more time today, I think I get a free sub. <BR> Greetings Rob, Thank you for reaching out to us, We would like to know if you need any assistance with your Dell 13 <BR> Dell. computer. <BR> system service tag, registered owners name and email for our reference and we will be happy to assist you. SK 33 <BR> DellCares Every time I close laptop and open it later, when I try to log into Windows it just spins. <BR> DellCares Also, when Inchange classrooms the USBs are ignored by my computer unless I reboot. <BR> DellCares And finally, sometimes when I hit shutdown, it only goes to standby and wears my battery down. <BR> Hello Rob, Thank you for the reply. We would like to know if you have made any recent software of hardware changes 13 <BR> on your system? Kindly run the system diagnostics to isolate any hardware issues on the system. How to run 23 <BR> diagnostics <LINK> share the system service tag via direct message 33 <BR> so that we can assist you further to have the issues resolved. SK <BR> DellCares Will do tomorrow when Inget back to work. <BR> Sure Rob, we will wait for your response. SK <BR>","Customer having an issue with his laptop. Agent asked the system service tag,registered owner name and an email for assist and informed to run the system diagnostics to isolate any hardware issue in the system and also inform to DM for the same."
"GWRHelp whats the points failure impacting trains around FIT? You guys have had better weeks havent you. <BR> GWRHelp And does the contribute to further discounts on my monthly season ticket or does it need to get worse yet? <BR> Hi Tom, what journey are you making? Infrastructure faults would contribute to season ticket compensation yes. Andy <BR> GWRHelp The trains going through FIT towards BRI <BR> GWRHelp Good to hear. buildingagreaterwest <BR> There are some signalling issues near Weston which has delayed 1716 to Bristol on its inward journey. Andy <BR> GWRHelp And are we fixed now? <BR> Yes normal working has resumed but may be some residual delays because of congestion. Andy <BR> GWRHelp Always a pleasure dealing with you. Heres to another discount for GWRs service! Thanks buildingagreaterwest <BR> GWRHelp Guys. And now we are waiting for a driver on the Westbury from Bristol temple meads? D Can anything go right for this greater west.? <BR> Apologies for the late departure this evening, Tom. Jordan <BR> GWRHelp I look forward to further famous like adventures on your employers railway. gwradventures <BR>",The customer asks what's the points failure impacting trains around FIT and asks whether it is fixed now. The agent asks what journey the customer was making and informs that infrastructure faults would contribute to season ticket compensation and adds that normal working has resumed now.
" are liars and thieves <BR> What happened to make you say this? DM us and lets talk about your experience right away. JamieK <BR> TMobileHelp Ive already talked to you guys assistant Lauren Louis and pretty much left me out to dry <BR> We always want to make sure were taking great care of you, Gilbert. DM us anytime. <LINK> MikeRice <BR> TMobileHelp Like I said Ive already tried to resolve this issue and after 4 months tmobile screwed me <BR> Were Johns Executive Social Media team and we truly want to explore all options. Were just a DM away. <LINK> MikeRice <BR> TMobileHelp Talk to Lauren Lois assistant she handled this situation so poorly that the minute my phones are paid off seriously thinking swt <BR> My offer for my team and I to dive into this is a sincere one, Gilbert. I hope that youll reach out. <LINK> MikeRice <BR> TMobileHelp You want to help me talk to John and Lauren <BR>",Customer wants his issue to be resolved and complains about the assistants for not resolving it. Agent states that they would offer to help resolve the issue.
"sainsburys I bought a single duvet by mistake they were mixed up on the shelfwas allowed refund but was told duvet would be put in skip <BR> Sorry Delia, what store did you return this to? Steven <BR> sainsburys Taplow <BR> This would not have been thrown in the bin. We donate any left over products to different charities including the food bank.12 <BR> .Im sorry you were given wrong information. Thanks, Karen 22 <BR> sainsburys I hope youre right. The girl at customer services insisted repeatedly that it was going in the skip. I hope she was wrong. <BR> Please be rest assured this would most definitely not be going to the skip, it would be issued to charity. Mariya <BR> sainsburys Oh good, perhaps someone could tell the young lady? Sorry I dont know her name <BR> The manager will ensure all of our colleagues are updated with the correct information. Im sorry you were given false info Delia! Dee <BR> sainsburys Thank you from one D to another <BR>",Customer is complaining about the purchased single duvet by mistake. Agent states that the left over products to different charities.
"XboxSupport Ive got an A button on brand new one x controller that doesnt seem to register every time. What can I do? <BR> Hi there. To be sure have you tried this with brand new batteries or with a USB cable? JL <BR> XboxSupport Batteries are new, but I sit too far away to be wired. Ive only had it a week. <BR> We want to see if that causes any changes can you test that for us? We will be closing soon <LINK> but our AM crew will check in. JL <BR> XboxSupport Will check that out when I get home. Thanks for the response <BR> XboxSupport Yeah, so still having issues with the A button on my Scorpio controller. Any other ideas? <BR> In this case, lets have you check in with our chat team for some further assistance with getting that repaired <LINK> JL <BR> XboxSupport Got it all figured out. Thanks for your help! <BR> Great to hear! Feel free to reach out should you have future Xbox Support questions! Happy Gaming! JS <BR>",Customer is complaining about a button which is not functioning in his gaming controller. Agent is requesting to try out using a new battery or usb cable.
"Do I need to reconnect to shazam every time I shazam a new song because they dont appear in the spotify shazam playlist SpotifyCares <BR> Hey, that doesnt sound right! Can you let us know your device, operating system, and Spotify version? Well see what we can suggest JP <BR> SpotifyCares Iphone and mac, both of them have the latest spotify update <BR> Thanks! Just to check, is this happening on both devices or just on your phone? JP <BR> SpotifyCares Yeah both, I mean Im using the same account on both of them anyways so <BR> Got it, but is Shazam installed on both devices? On which device is your Shazam being disconnected? JP <BR> SpotifyCares Ah no only on my phone <BR> Thanks for clarifying! Can you try logging out from both apps, restarting your phone, and logging back in? Any better? JP <BR>",Customer is complaining that they need to reconnectt to shazam everytime because they don't appear in the spotify shazam playlist. Agent updated that try logging out from both apps restarting his phone and logging back in.
"Delta I waited over 40 minutes for my bag on Saturday in Atlanta when I returned from Cabo San Lucas. <BR> Oh no! I am sorry you had to deal with waiting beyond double the expected 20minute guarantee to receive your back weve got in place. The wait should not have been that long. ADB <BR> <LINK> ADB 22 <BR> We must do better, Kevin. Company policy allows you to report our failure to deliver your bags on time up to 3 days after its occurred. I regret that this period has passed to seek recourse, but you may follow this link to seek recourse for late baggage. 12 <BR> Certainly hoping it wont happen again and that the provided link will be unnecessary. We have the Bags On Time Guarantee for your benefit, and so please feel urged to report delayed baggage right away should it occur again. We hope your future travel is delayfree! ADB <BR> Delta It wont accept my trip info since the date doesnt match. <BR> Oh, doggone. Yes, it was worth a shot this time, yet we cannot manipulate the date. It must be reported no later than three days to be investigated. From here out, hope this wont be the case as youve described and that your bags arrive expeditiously to you within 20 mins. <BR> Delta Delta that doesnt really seem fair. <BR>",Customer is complaining that they waited over 40 mins for their bag on Saturday in Atlanta when they returned from Cabo San Lucas. Agent updates that it must be reported no later than three days to be investicated.
"AppleSupport my phone is so messed up, this is what my lock screen is. No time nothing on it! <LINK> <BR> Wed be happy to look into whats going on. Does this continue if you restart your phone? <BR> AppleSupport Well I faked to you guys the other day about how my phone keeps freezing and doing weird things. This is the first for the lock screen con <BR> AppleSupport To not show the info on the front. But through the day it still freezes about 10 times between apps and juston the home page <BR> Does the lock screen issue remain if you restart like this <LINK> <BR> AppleSupport I was able to turn off the phone by holding the side button. But my iPhone 7 doesnt restart by holding the side and home button <BR> When you use the side button, are you holding it long enough to see the Slide to Power off screen? <BR> AppleSupport Yes and it works. Does the iPhone 7 not have the restart with the side and the home button? ? <BR> Thats how to force restart an iPhone 6s or earlier. Always try a regular restart as a first step <LINK> <BR> AppleSupport I did that and it goes back to being normal but as the day goes on it starts to glitch and freeze <BR> Thanks. Send us a DM with the country that you are located in to continue. <LINK> <BR>",Customer is complaining that his phone is getting freeze and ding weird things. Agent updated that to DM with the country that they are located in to continue.
"BritishAirways 935 Ncl to London delayed so London to Chicago will have left by the time I get there <BR> Hi Neil. Im sorry your flight has been delayed this morning due to the fog in the London area. Our colleagues at London Heathrow will 12 <BR> be able to look at the rebooking options when you arrive there. Im sorry we cant reroute you via Amsterdam or Dublin. Kev 22 <BR> BritishAirways Id love to talk to your colleagues at Heathrow been queuing for 3 hours so far to do it <BR> BritishAirways The queue to rebook is more than 3 and half hours long wheres your customer care ? <BR> We appreciate how frustrating it is waiting around, Neil. 12 <BR> The staff at the desks are doing their best to get all passengers rebooked as quickly as possible. Sarah 22 <BR> BritishAirways The staff might be doing there best but after a four hour wait maybe there should be more of them <BR>",Customer is complaining about delayed of flight.So he missing another flight. Agent updated that staff at the desk are doing their best to get all passengers rebooked as quickly as possible.
"sainsburys Id like to thank you for the Sainsburys lorry parked up outside Brunswick Terrace in Hove, running its engine from 430am for two hours. It really was the perfect start to the day. <BR> Hi Iain, really sorry about that. Could you DM me on the below link the registration number please? Mariya <LINK> <BR> sainsburys I dont have the reg. please just ask your drivers not to park up for hours with their engines running in residential areas including Hove seafront. <BR> Can you send us a postcode of this area? Well get this logged with the relevant team. Rob <BR> sainsburys Brunswick Terrace is BN3 1HL which is parallel to Kingsway ie the seafront road. <BR> Thanks, Ive passed this onto the relevant team. Have a good day. Rob <BR> sainsburys Thanks Rob. I look forward to being able to sleep. <BR> Hi Iain, just to let you know that this has all been forwarded onto our depot who will be able to identify the colleague involved. The appropriate action will be taken. Sorry again for the trouble. Corey <BR>",Customer complained on sainburys lorry driver for making a huge sound near his house. Agent ask the customer to DM of registration number and postal code of the area.
"azuresupport azTechHelp do Verizon CDN endpoints cache files differently in different locations? I get Hits in EU and misses on AU edges <BR> We found some documentation that might help with this <LINK> Let us know if this has been useful. SB <BR> AzureSupport Sorry, the mentioned options no longer seem to be available or visible <BR> Are you receiving an error message or are the above options unavailable? SB <BR> AzureSupport Unavailable . Configure button no longer exists. Ive been using the Large Objects management page for CDN settings <BR> This document may help <LINK> Please keep us posted. SB <BR> AzureSupport Nope. Not getting 404s have 200s but cache misses for files previously downloaded. In EU I get cache hits in AU 0 hits same config <BR> Could you post this on <LINK> and send us the link? Well have an engineer take a look. SB <BR> AzureSupport Will do, thanks <BR> AzureSupport done <LINK> thanks! <BR> Thank you. An engineer will be in touch as soon as possible. SB <BR> AzureSupport Same thing happening on a US edge. 0 cache hits. <BR> We recommend updating your forum post with this information. TW <BR>",Customer asking about  version cdn endpoints cache files differently in different location and he gets hits in EU  and misses on AU edges. Agents updating that he found some documentation that might help with this url.
"XboxSupport Hi. Please could I have an email address for complaints. Thanks. <BR> You can learn about filing reports for Code of Conduct <LINK> violations here <LINK> . JS <BR> XboxSupport Please can I have the address to complain about a product. Thanks. <BR> Hiya! Wed be happy to help with any support questions you have. What seems to be the trouble that you are experiencing? JA <BR> XboxSupport Problems with the elite controller. left thumbstick is loose and moves in and out. Already been replaced once. Its not a premium product <BR> XboxSupport Its pretty much unusable. Ive seen loads of similar cases online. Expected a lot better for the high price. <BR> Were sorry to hear about your controller! If you would like to leave feedback, you can do so here 13 JA <BR> <LINK> However, if you would like to discuss your replacement options for your controller, 23 JA <BR> then lets have you reach out to the chat team here <LINK> 33 JA <BR> XboxSupport Can I have an email address which I can make a complaint to please. Thanks <BR>",Customer asking email address to complain about product. Agent suggests that using the URL link he can learn about filling report and violation.
"BritishAirways stranded in bkk with mylittle girl ella 10 years oldba cancel my open ticket have no money to buy another ticket? <BR> Were sorry to hear this Jeremy, have you booked through ourselves or a travel agency? Kieran <BR> BritishAirways i have a ten year old daughter crying at airportmany seats on plane? ? <BR> BritishAirways british embassy try to help but all calls go to indiathey make a decision in india? ? <BR> This doesnt sound right Jeremy, can you please DM us your booking reference, email address and phone number? Kieran <BR> BritishAirways email <BR> Hi Jeremy. Well need youre booking reference, email address and contact number to look at this for you. Please DM us the information. DR <BR> BritishAirways ref 145410 .USAG84 etiicket.1255683543119 my num,66943788578 email <BR>","Customer is complaining about not getting the refund for cancelled ticket. Agent is requesting for the booking reference, email address and contact number."
"AzureSupport Signed in as subscription owner and cant see my subscription or raise support ticket is there someone I can contact? <BR> We recommend filing a free subscription management support case here <LINK> <BR> you have already tried this, do you get any error message? 2 BG <BR> AzureSupport I have signed in as different user userYou dont have support permission to create a support request. <BR> Could you send us a screenshot of the error message? BG <BR> AzureSupport Sign in as global admin gt subscriptions 1 amp 2Sign in as subscription owner gt subscriptions 3 <LINK> <BR> It doesnt look like you are on the right page for creating a free subscription management support case. Can you 1 BG <BR> please click here <LINK> Then click on New support request and choose Subscription management as the Issue Type. <BR> Just checking in to see if you managed to create a free subscription management support case? BG <BR> AzureSupport Yes I did thank you! All sorted now! Thanks again. <BR> Great! Thanks for letting us know BG <BR>",The customer says that he Signed in as a subscription owner and can't see his subscription and he asks to raise the ticket to get the issue resolved. The agent recommends filling a free subscription management support case in the link provided and asks whether he gets any error messages and then asks to send the screenshot of the error message and follow the provided link for further assistance.
"went through my amazon account and realized i bought a record and never got it last year. <BR> customer service treated me like i was a fucking thief for forgetting my i ordered it for a year . <BR> <BR> would have made sense if there was record of it being delivered but it still said shipped. <BR> Did the tracking say it was delivered? KM <BR> AmazonHelp no <BR> AmazonHelp <LINK> <BR> Wed like to take another look into this with you. Please reach out via phonechat here <LINK> TK <BR> AmazonHelp so to Amer at customer service for being helpful and understanding, as well as helping me actually get my money back! <BR> Thank you for the update. Glad we were able to help! CO <BR>",Customer is complaining about the failed delivery of a product. Agent requests to reach out via phone chat to take another look.
"SpotifyCares where is Red Velvets new Album PeekABoo <BR> Hey! Fingers crossed well be able to have it soon, but theres info about Spotify content here <LINK> DF <BR> SpotifyCares Thanks! Ill do my best to wait! <BR> No worries! If you need anything else, just shout DF <BR> SpotifyCares Also, I am from Holland and there is a special deal for Students, the price for premium month is 5 euro. I pay 10 euro each month. Can I change it? And can I link my ideal for it? Because they only accept Creditcard for it. <BR> At the moment the student discount is not payable with iDeal, but well pass your feedback on that its something youd like to see. Sorry for any inconveniences DF <BR> SpotifyCares Its lowkey crazy, because Holland never pays with credit cards, everyone uses iDeal, most of them are students like me. <BR> We can see how thatd be handy. Thanks for taking the time to reach out your feedbacks been noted DF <BR>",Customer inquires about iDeal student offer. Agent informs customer that his feedback is being noted.
"hulusupport my live tv still isnt working. Ive tried all the reset stuff. Nonlive works fine. When will live tv work again? <BR> Oh no! We did have a hiccup earlier on Sunday, but this should now be resolved <LINK> <BR> hulusupport Yes. I talked to customer support last night and today. Still no resolution. They said it may not be resolved for days <BR> Sorry to hear we werent able to immediately remedy the issue! Well share the feedback as we continue to make enhancements. <BR> hulusupport Do you have any idea when I will be able to watch live TV again? I do t want to go back to SlingTV. <BR> Oh no! Are you still running into buffering? If so, please check your speeds meet our reqs here <LINK> <BR> hulusupport 110.97 download19.26 upload24 latencyThose are my WiFi speeds. I think they are more than adequate <BR> Definitely more than adequate! What device are you using to stream? Do you come across any error messages? <BR> hulusupport Apple TV, PC running Crome and Firefox, iPhone. None of them work. I have also tried cellular data in addition to my internet service <BR> hulusupport Ive spent hours on the phone trying everything they could think of. In the end, they said the Live TV was not working in my area <BR> hulusupport On the phone with Hulu support <BR> Were sorry to hear about the ongoing frustration. Our phone team will be able to provide more insight. Well share the feedback. <BR>",Customer is complaining about the live tv which is not working even after trying all the reset stuff where all non live is working fine. Agent apologizes for the inconvenience and updates that their phone team will be able to provide more insight and they will be sharing the feedback to them.
"Spotify keeps giving me an error saying songs arent available over amp over again. Both mobile amp desktop. Its frustrating. Help SpotifyCares <BR> Hi Mike! Can you let us know the operating system and version of Spotify on your mobile phone and desktop? Well see what we can suggest FR <BR> SpotifyCares Hi! Im running OS Seirra with 1.0.65.320.gac7a8e02 and iOS 11.0.3 with the latest version of the app. Thank you! <BR> Could you send us the model of your iPhone amp the exact app version on it? You can check this in Your Library gt Settings gt About Spotify LP <BR> SpotifyCares Yes, no problem! iPhone 7 and the app version is 8.4.22.515 <BR> Got it! Does logging out and back in help at all? Restarting your devices is also worth a shot. Keep us posted LP <BR> SpotifyCares Logging inout helps for a few minutes with most songs. But once Ive played on both desktop amp mobile the songs are showing as unavailable. <BR> SpotifyCares I get the message saying the song is not available and to import it. Such as Underdog by Banks. <BR> Hmm. Can you send us your accounts username or email address via DM? Well take a look under the hood LP <LINK> <BR>",Customer is complaining  that spotify keeps giving me an error that songs aren't available over & amp over again. Agent updated that to send DM his accounts username or email address .
" u need 2 sort out ur new traffic lights on Morrisons roundabout. Cars queued all the way to back of supermarket car 12 <BR> Morrisons Park because the lights at morrisons dont work in sync with roundabout. chaos 22 <BR> Morrisons Seems to be because the lights at morrisons let 3 cars out at a time. Wtf? <BR> Gosh so sorry! Not the best look! Which store is thisso I can report it to the Store Manager. Raj <BR> Morrisons I dont think its ur fault and doesnt require an apology. Weston super mare branch. Since the council have updated their traffic 12 <BR> Morrisons System, the traffic in your car park builds and builds during busy times. Not morrisons fault 22 <BR> Morrisons Ps although perhaps they could put pressure on to sort it as they dont listen to tax payers like me! <BR> No problem we will see if we can make improvements to the system in the future. Raj <BR> Morrisons As I said I dont think its ur responsibility but perhaps will listen to a multi million company! <BR> Weve passed your comments onto see what we can do Polly <BR> Morrisons Thanks for your help <BR> Youre welcome Polly <BR>","The customer suggests to sort out new traffic lights on Morrisons roundabout, says that the cars are queued all the way because the lights at Morrisons don't work in sync with roundabout. The agent asks which store the problem was at so that he can report it to the Store Manager and adds that they have passed the comments onto see what they can do."
"Net 115900 being fucky like last night. DLs coming amp going like crazy, amp up speed is almost 0. <BR> I would be happy to look further into your internet issue if you would provide your full address and account associated phone in a DM. JW <BR> comcastcares Supposedly someone MIGHT come out today to look at it, though if they dont, that doesnt help me much. <BR> Would you like me to follow up with you later today to make sure everything gets taken care of? JW <BR> comcastcares Thatd be awesome! <BR> Please feel free to send me a DM with your full address and account associated phone number. JW <BR> I just wanted to follow up with you and see how the tech visit went. JW <BR> comcastcares They didnt show. <BR> I would like to look further into this. Would you mind sending a DM with your account information? JW <BR> comcastcares The accounts under my roomies name amp info, amp wants to handle it. Thanks for trying. Ill mention this tweet convo if its still crazy l8r <BR> Not a problem at all. We are available 247 so if you ever need assistance in the future, please feel free to reach back out. JW <BR>",The customer is complaining that the internet is almost at 0 speed. The agent asked to dm with full name and account associated phone number.
" have got to be the worst company eveeer! Theyve completely gone down hill its ridiculous! <BR> Hi there, sorry to see this. Is there anything we can help you with on here? Jack <BR> ArgosHelpers Doubt it, the only thing you can really do is recruite staff that are less rude amp unhelpful? I swear your customer service is getting worse <BR> Should you wish to discuss further, please DM the issue and we can get this logged for you Katy <BR> ArgosHelpers I was basically told I couldnt take a toy back cause I didnt have the recipet even thou Ive never had the problem before. So now Im stuck with a toy I dont want <BR> Hi, what toy was it that you wanted to take back and was this a instore purchase? <BR> ArgosHelpers It was two a dancing peekaboo and a talking hey duggee. They was brought for my daughter but yes was an instore purchase <BR> Was the item brought by cash or card? <BR> ArgosHelpers Im not sure they was a present for my daughter <BR> We would require proof of purchase to show the toy was purchased from us, however, this doesnt always have to be a receipt. It can be an ereceipt or bank statement also. Katy <BR>",Customer is complaining  about staff and services of the company. Agent updated the customer to  DM for for further assiatance.
"AirAsiaSupport Please resolve case 00206044 for name change of my 6 family members. Kindly help. <BR> Hi, changes not allowed once checkedin. Just approach the Document Check counter on departure date for verification. Thanks PR <BR> AirAsiaSupport The flight is tomorrow on 10302017 from Pune to Delhi. Please help. <BR> Hi , Kindly clear the pending amount for booking EHHD7S before our team can proceed with the name amendment. Thanks Khairul <BR> AirAsiaSupport Please let me know whats the pending amount and how to clear it. Thanks <BR> Hi Baadshah, As we check your case we not able to find ID copy for NAEEM BASHID KHAN. gtgt <BR> Kindly provide us the passenger ID copy for further assistance. ThanksSha <BR> AirAsiaSupport I Have created new case number 00210959 which has the attachment for NAEEM BASHID KHAN <BR> Hi , You may login to your AirAsia account to clear the pending amount due to meals added. As for the name correction gtgt <BR> gtgt it has been escalated to the respective team to proceed with the amendment. You will received the revised itinerary soon. <BR> AirAsiaSupport Thank u for Escalating, plz help with the name change req of tomorrows flight, the case numbers containing the ID 002060440017481200210959 <BR> Hi there, We have amend the name accordingly. Kindly check your mailbox. ThanksSha <BR> AirAsiaSupport Thank you so much for your help. Very much appreciate you team and efforts <BR>",Customer is requesting to amend the name with the flight tickets of his 6 family members. Agent states the issue has been escalated to the respective team and will amend the name accordingly.
"How Im paying for you raised my fees and took away the one channel my mom actually watches?! My contract almost up too. bye <BR> We dont want to see you go. What channel are you referring to? Let us know, we want to help. JRA <BR> VerizonSupport I received the information as to why the channel was removed but you increase my bill now Im paying 250 no thank you <BR> Did your contract expire? <BR> VerizonSupport Its about to <BR> Have you spoken to anyone on this issue? <BR> VerizonSupport No <BR> Understood, are you authorized on the account by chance? JRA <BR> VerizonSupport Yes I am <BR> Great! Our billing office is currently closed, however we can create you a link to use for the morning is that ok? <BR> VerizonSupport Sure thank you for your help <BR> Here you are, see you in the morning! <BR>",Customer is complaining about the removal of certain channels even after paying the fee for them. Agent states that their billing office is currently closed and requests to reach back in the next morning.
"MicrosoftHelps the spam coming to my Outlook inbox is increasing no matter how much I report or block. <BR> Hi, Raquel. Lets check this. Are you using the Outlook app or <LINK> via web browser? <BR> MicrosoftHelps web browser <BR> Thank you for the info. We suggest changing the level of protection in the Junk Email Filter <LINK> <BR> Hi, Raquel. Just doing a followup on your case. Are you still experiencing the issue with the spam? <BR> Hello, Raquel. Let us know on how we can improve our support here <LINK> Thank you! <BR> MicrosoftHelps yes I am. I tried amp I couldnt find any settings in <LINK> for spam. Also I get legitimate emails in my junk mail folder. <BR> You may check this link for an alternative way on how to manage your email spams <LINK> Keep us notified. <BR> How did everything work out? Following up with you to see if your issue got resolved? <LINK> <BR> Wed love to hear back from you about your experience with us! Please let us know here <LINK> <BR>","Customer is complaining that even after reporting and blocking, the spam is increasing in their outlook inbox. Agent provides an URL where they can check for an alternative way to manage their email spams."
" . Finished Grand Slam but I cant open the supply drop for it! Help please! <BR> Hi there! Sorry to read youre having Supply Drop issues? Which is the exact error you see? DS <BR> ATVIAssist I just finished my Grand slam Special contract. But its not showing any rewards. <BR> ATVIAssist It doesnt show an error code <BR> I see. Can you let me know your platform and PSN ID? DS <BR> ATVIAssist PS4 NoxiGunner <BR> ATVIAssist Email used on the account is email <BR> If you dont mind, can you provide a video of the issue youre experiencing? JP <BR> ATVIAssist <LINK> <BR> 179552Please unplug your console and router for 10 minutes. After that play through 510 more complete matches for the rewards. JW <BR> ATVIAssist Okay thank you <BR> 179552Keep me posted on the results. JW <BR> ATVIAssist Okay I will <BR> ATVIAssist I restarted my router and PS4 for 30mins. Played 15 games. Got 9 wins and still nothing from the black market <BR> ATVIAssist 10 hours later and still no change! Wondering when this problem will get fixed? <BR> ATVIAssist Checked this morning. Finally loaded. Thank you guys <BR>",Customer is complaining about not being able to open the supply drop in a game. Agent is requesting for a video of the issue and suggests to unplug the router and console for 10 minutes.
"Delta with the trifecta today. Maintenance delay cause us to miss flight, lose seats and destroyed our car seat. Thanks ! <BR> Oh my, Rob! Do you need assistance with anything? HDG <BR> Delta a refund for losing my C seats I paid for and the new seat we had to buy, for starters. <BR> Im sorry about that Rob. Which itinerary are you referring to? Let me take a look. HNW <BR> Delta TICKET 0062393864417 <BR> Rob, I am not able to see the purchase receipt for the DC seats you purchased. Do you minding clarifying for which flight this was and If you could please, share your 006 receipt numbers for the purchase? Thank you. HFG <BR> Delta they were award tickets but I had to pay extra for 4 C seats on both flights. Im not sure what receipt numbers youre looking for <BR> I see. The receipt numbers start with 006. Do you have that? It would have been emailed to you after you made your DC purchase. HFG <BR>",Customer complaints of losing seatS. Agents inform customer to share his receipt number for the purchase.
" thats a very short sale <BR> Hello, i do apologise our prices are subject to change, as stated in our terms and conditions. Emily <BR> ArgosHelpers Indeed, but to get a email at 9pm when the store is closed saying its on only to change the price by 9am? How was I meant to buy it? <BR> Hi, can I take the catalogue number for the drone, so I can advise you better Carl <BR> ArgosHelpers Hi,6349772. At 92030 last night I got a notification you had a tech sale, this drone was included at 349, by this morning its 499. <BR> Hi, sorry you got the notification late, the sale was on for 3 days. 12 <BR> 22 In the future, you can reverse the product for the next day and we honour the price, or you could have purchased it online Carl <BR> ArgosHelpers That a real shame, couldnt buy online as left wallet at work, went in first thing this morning. Didnt think about reserving tbh. Oh well. <BR>","The customer complains that it was a very short sale, he got a notification that he had a tech sale, the drone was included at $349, but by the next morning it's $499 and he could not purchase it since he left his wallet at office the previous day. The agent apologises since their prices are subject to change, as stated in their terms and conditions and requests to provide the catalogue number for the drone, so he can advise better and suggests that in future days the product can be reserved for the next days."
"AppleSupport okay everytime i play a song it uninstalls it and im forced to reinstall it and it uninstalls again <BR> Wed like to help. Are you playing a song through the Music app? Also, which device and software version are you using? <BR> AppleSupport yes and im using an iphone 7 with the latest update <BR> Thank you for those details. Just to confirm, is it the song or the app that uninstalls? <BR> AppleSupport specific songs, a lot of them actually <BR> Were these songs downloaded from Apple Music? <BR> AppleSupport yes directly from the app <BR> Did you download them for offline listening? If so, were you on WiFi or cellular? Let us know the answer in DM where well pick up the conversation. <LINK> <BR>","Customer is saying that everytime  a song played, it get uninstall and they are  forced to reinstall it. Agent asks to answer in DM where they will  pick up the conversation."
"Delta HI! I have a flight tomorrow SeaLax at 2 pm. Can i take an earlier fligth? Do i need to pay? I am a SkyPriority customer. <BR> Hello Max. Please followDM your confirmation number and I will gladly take a look. ACJ <BR> Delta Done! <BR> Max, that confirmation number is not finding a Delta reservation. Ours will start with an F, G, H , or J. ACJ <BR> Delta This an Aeromxico reservation since i bough it from them. Should i just go to the airport counter and ask for it? <BR> Yes, if its Aeromxico ticket, they will have to process the changes. ACJ <BR> Delta Sent the Conf . DM please <BR> Delta Got it? <BR>","Customer wants to know if they take an earlier flight, do they need to pay and they tells that they are the Skypriority customer. Agent updates to go to airport since the confirmation number is not finding delta reservation and if its a aeromexico ticket then the airport counter will have to process the charge."
"WTF is going on with 115888? <BR> I wish I had some desktop recording software so I could show you. <BR> Funny enough, this is only happening under songs. When I click a song in one of my playlists, it plays the right one. <BR> Hey Simeon! Can you let us know the browser youre using and its version? Well see what we can suggest AP <BR> SpotifyCares Google Chrome. version 61.0.3163.100. The latest version. <BR> SpotifyCares P.S. This only started happening today. Yesterday, when I used spotify, I didnt have this problem. <BR> Got it. Does the same thing happen when you use an incognito window? AP <BR> SpotifyCares I dont know what incognito window is. Anyway, I already shut off my computer for the night. Ill tell you tomorrow if it still does this. <BR> SpotifyCares .in incognito window. <BR> You can press CtrlShiftN to open an incognito window. It helps avoid cached datacookies from interfering the process. Keep us posted! AP <BR> SpotifyCares Ill let you know tomorrow if anything changed. <BR> Sounds like a plan! Well wait for your update. Good night AP <BR> SpotifyCares Well, things seem to be working now. Its playing the right song now. I guess shutting off my computer amp turning it back on fixed it. <BR> Great! Glad to hear its working. Just let us know if we can help with anything else. <LINK> AU <BR>",Customer complaining that he  is unable to play the music  in spotfy music app. Agent ask the customer to open that app in  incognito mode and it  BTW  it resolved itself.
"AirAsiaSupport Name must be capital letter? <BR> Hi, name correction has already been made accordingly. Kindly refer to your email for the revised itinerary. Thanks Ed <BR> AirAsiaSupport Thank you. May I know is it the name must be all capital letter? <BR> it does not matter if its in small or big letters.As long as the spelling is correct .it is fine. .ThanksEmir <BR> AirAsiaSupport May I know if I want change my flight charges will be how much? <BR> You can go to Manage my booking in your AirAsia profile to change your flight date and time via modify, howevergtgt <BR> gtgt flight change fee and fare differenceif new fare is higher will be charged. You can only gtgt <BR> gtgt make changes up to 48 hours before schedule time departure. Jimy <BR>",Customer is enquiring about entering name while booking a flight and about the additional charges for changing the flight. Agent states that the flight change fee along with fare difference will be charged and suggests to make changes up to 48 hour prior to scheduled departure.
"Why does marksandspencer at Marylebone close BEFORE station closes. 22 potential customers in 8 minutes.The delight on his face says it all <LINK> <BR> Hi Rob. We need to make sure we have enough time to get the store cleaned and sorted ready for the next day before the station closes! <BR> marksandspencer True, but not related to when staff start turning customers away while others shop. What are official opening times of that store please? <BR> The store shuts at 11pm. <BR> marksandspencer and opens at? <BR> 7am Mon Fri and 8am on Sat and Sun. <BR> marksandspencer This needs to be reviewed, staff are trying to be helpful and open the doors later but leave customers with an inconsistent experience <BR> marksandspencer Which destroys overall customer satisfaction. Far better to stay open later and be consistent so we can rely on marksandspencer <BR> Well get your comments passed over to the store management team Rob. <BR> marksandspencer Eight hours is much more time than needed to clean and sort a store that size, so there is room to improve. <BR> marksandspencer Thanks. When you do the store review please also be aware that the train timetable out of Marylebone runs later on Fri amp Sat evenings. <BR>",Customer is complaining about early closing of stores and turning away the customers. Agent states it is due to the time required to clean the store and the comments will be passed to the store management.
